index,DATASET,MODEL,RUN,BEST_PARAMS,TIME,Y_TRUE,Y_PRED,F1,ACCURACY,RECALL
80,Dysarthria,RDF,26,"{'max_depth': None, 'min_samples_split': 8, 'n_estimators': 200}",27.664347171783447,"[['Dysarthric']
 ['Control']
 ['Control']
 ...
 ['Control']
 ['Dysarthric']
 ['Dysarthric']]",['Dysarthric' 'Control' 'Control' ... 'Control' 'Dysarthric' 'Dysarthric'],0.915825817256539,0.9166666666666666,0.9166666666666666
81,Dysarthria,KNN,27,"{'n_neighbors': 10, 'weights': 'distance'}",0.5969085693359375,"[['Dysarthric']
 ['Dysarthric']
 ['Control']
 ...
 ['Control']
 ['Control']
 ['Control']]",['Dysarthric' 'Dysarthric' 'Control' ... 'Control' 'Control' 'Control'],0.7673502933304496,0.7776595744680851,0.7776595744680851
82,Dysarthria,SVM,27,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",75.47846341133118,"[['Dysarthric']
 ['Dysarthric']
 ['Control']
 ...
 ['Control']
 ['Control']
 ['Control']]",['Dysarthric' 'Control' 'Control' ... 'Control' 'Control' 'Control'],0.5115141071283675,0.648936170212766,0.648936170212766
83,Dysarthria,RDF,27,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 200}",27.515474557876587,"[['Dysarthric']
 ['Dysarthric']
 ['Control']
 ...
 ['Control']
 ['Control']
 ['Control']]",['Dysarthric' 'Dysarthric' 'Control' ... 'Control' 'Control' 'Control'],0.9034474239830619,0.9046099290780142,0.9046099290780142
84,Dysarthria,KNN,28,"{'n_neighbors': 6, 'weights': 'distance'}",0.5370759963989258,"[['Control']
 ['Control']
 ['Control']
 ...
 ['Control']
 ['Control']
 ['Dysarthric']]",['Control' 'Control' 'Control' ... 'Control' 'Control' 'Dysarthric'],0.7847465584922814,0.7904255319148936,0.7904255319148936
85,Dysarthria,SVM,28,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",68.84251880645752,"[['Control']
 ['Control']
 ['Control']
 ...
 ['Control']
 ['Control']
 ['Dysarthric']]",['Control' 'Control' 'Control' ... 'Control' 'Control' 'Control'],0.5212336546366045,0.6560283687943262,0.6560283687943262
86,Dysarthria,RDF,28,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 100}",26.170458555221558,"[['Control']
 ['Control']
 ['Control']
 ...
 ['Control']
 ['Control']
 ['Dysarthric']]",['Control' 'Control' 'Control' ... 'Control' 'Control' 'Dysarthric'],0.9139482274107951,0.9148936170212766,0.9148936170212766
87,Dysarthria,KNN,29,"{'n_neighbors': 10, 'weights': 'distance'}",0.5543770790100098,"[['Control']
 ['Control']
 ['Control']
 ...
 ['Dysarthric']
 ['Control']
 ['Dysarthric']]",['Control' 'Control' 'Control' ... 'Dysarthric' 'Control' 'Dysarthric'],0.7859623718314237,0.7936170212765957,0.7936170212765957
88,Dysarthria,SVM,29,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",76.15214204788208,"[['Control']
 ['Control']
 ['Control']
 ...
 ['Dysarthric']
 ['Control']
 ['Dysarthric']]",['Control' 'Control' 'Control' ... 'Control' 'Control' 'Control'],0.52238894138023,0.6578014184397163,0.6578014184397163
89,Dysarthria,RDF,29,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 200}",28.066132307052612,"[['Control']
 ['Control']
 ['Control']
 ...
 ['Dysarthric']
 ['Control']
 ['Dysarthric']]",['Control' 'Control' 'Control' ... 'Dysarthric' 'Control' 'Dysarthric'],0.9006520230939513,0.9014184397163121,0.9014184397163121
