X1,X4,X13
0.1242155802156734,0.0034087901128591,1104.9047744414856
0.0131919279839358,0.0014328692105609,331.743611105916
0.0884153831194126,0.0031415861617652,644.2262246762366
0.0121199692795055,0.0019192174405215,190.4324313183133
0.0117833170896941,0.00183856882356,218.91655125247416
0.0172974427094592,0.0019105165244327,214.8452252385632
0.0145085193295525,0.001899951812038,276.49808725409093
0.0072278005565525,0.0015344760193286,203.00964288115935
0.0162936744952413,0.0019089018494506,252.54580578046807
0.0183043162510215,0.0016100936900469,351.4737919751042
0.012922525876168,0.0015437492352737,214.44838126882317
0.0120829105334031,0.0016336417255302,248.54878668907625
0.0110306850673688,0.0016305247247138,237.288632662885
0.0854794856910077,0.0030893650742978,817.4429092941482
0.0131574877298231,0.0016402780139961,249.55845816143528
0.0178336186785299,0.0016952687264673,246.7107624940727
0.014723822070696,0.0016132418020991,245.4450607385697
0.0149901971773735,0.001621861072433,278.942263986688
0.0146225527805164,0.0016602604583693,241.61604424602592
0.0139758989558195,0.0016252443222336,225.76918977876448
0.0105670012677183,0.0015812845077033,240.58295014001123
0.2049638144971419,0.0030128386259094,1813.6203906069693
0.0145151623567898,0.0016570866119249,252.11578548470789
0.1587525683549776,0.0044281316432312,1230.2633863072951
0.0548108061715585,0.0022522168835746,610.8327498618055
0.184363113673767,0.0028585553330723,888.7362872735393
0.017537944360121,0.0017723404710199,257.92693640706784
0.0101962348814678,0.0015552208395257,246.90530526226576
0.0084925896222525,0.001462991500317,222.58537882423295
0.0167552348652495,0.0019227679584466,305.2567183150277
0.0138575902131168,0.001676875101887,266.21901430048274
0.0894420407526555,0.0028915043445616,822.4710617844994
0.0087650349561664,0.0016018635810229,222.5212774942156
0.0137333732253839,0.0017164690362724,249.79602237969448
0.047435905538359,0.00218826280699,506.635358125558
0.0150373560924764,0.0016442508565586,239.2861829041285
0.0088739053748283,0.0014880589235357,236.24274664161203
0.0123594593449298,0.0015517648826063,225.82679160082265
0.0490704308467108,0.0020286237679829,509.9331279341168
0.0127663959481834,0.0015074945829137,219.38417915685568
0.0157145102030954,0.0016078854568975,265.90244954896843
0.0147054881504697,0.0015224111099707,231.6257159153865
0.0131567722373882,0.001542388279863,306.08541175053506
0.0145084450752985,0.0016286104323111,258.55656362327863
0.0590383738814579,0.0021241318678305,632.2988296245821
0.0525262745957891,0.0021082224091385,515.9958675262988
0.0116306810971631,0.0014720376116082,253.1742767828928
0.0150547697093446,0.0017978656153164,261.6415851313923
0.0149489004413634,0.0017582595171834,267.5086359823581
0.0267622885725877,0.0017649020516639,233.4947765330835
0.0158271611602558,0.0016700803711237,265.14028963923374
0.0191012871875833,0.0017473633231892,277.409653826202
0.0543487632190234,0.0021666201681573,544.6211450495412
0.0100282194680924,0.0016337163858478,259.3671797008192
0.0167997350780053,0.0017360900766531,275.61992447938246
0.0153983323957279,0.0016321275971143,269.91146924518307
0.0120005394121957,0.0016261371102019,258.1639014785578
0.0104290390145827,0.001431397033088,397.683606305829
0.0149349238482712,0.0019240550908886,254.5505644694804
0.0942745378594404,0.0025884876060548,821.8939961869328
0.015622546024929,0.00192227594921,254.31518580453667
0.0132327116140749,0.001660993934925,252.7102612352301
0.0156981699771806,0.0014818838582456,235.26239945122143
0.0146873163573178,0.0015644396368606,238.020104110532
0.0199321780385394,0.0019992803556413,290.9532708761308
0.0166486110926969,0.0015449249650731,224.83138524213064
0.016100397016789,0.0017470526024396,288.917077075861
0.008201681063704,0.0014826354289484,196.15118461444763
0.0117266630028213,0.0014691939490688,223.5290441871257
0.0151485661673943,0.0016969108893571,269.3998758834477
0.0712862662868353,0.0025131555127914,748.1010541146861
0.0137701975218514,0.0017462237456813,277.22873564061774
0.0103154633731639,0.0015698651664456,280.3841981878504
0.0775759890256947,0.0032146921803239,765.5435811301704
0.017742481026632,0.0016648553098302,363.4279250040945
0.0940261624182852,0.0047951880453238,792.9994278073873
0.0210753285766115,0.0023090857606971,305.48973705447133
0.0200632319749426,0.002149095081526,270.1068662265243
0.1852724969625571,0.0032988887373052,1789.4129188877532
0.0097319506666915,0.001754551989499,232.12547365872888
0.0166440223381073,0.0020398652745036,296.85955353324243
0.0152860589290987,0.0017665861693377,245.40355112738325
0.0519402562831556,0.0024266333527195,465.51078258560847
0.0440311873781734,0.0022727894460563,420.9637884091162
